Premier League
1,LIVERPOOL,85.8,11.3,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ARSENAL,9.1,48.4,29.0,10.6,2.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,CHELSEA,1.0,8.9,21.3,41.9,14.8,6.9,2.8,1.4,0.6,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BRIGHTON & HOVE ALBION,0.0,0.3,1.9,7.5,19.4,19.0,15.4,12.1,8.7,6.4,4.0,2.6,1.5,0.7,0.3,0.1,0.0,0.0,0.0,0.0
5,MANCHESTER CITY,4.1,30.3,40.6,18.7,4.2,1.4,0.5,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,NOTTINGHAM FOREST,0.0,0.0,0.1,0.5,1.9,4.0,6.1,7.8,10.3,12.5,12.7,14.0,12.2,9.4,5.0,2.3,0.8,0.2,0.0,0.0
7,TOTTENHAM HOTSPUR,0.0,0.5,2.7,10.3,22.9,19.3,14.8,10.4,6.8,4.9,3.5,2.0,1.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0
8,BRENTFORD,0.0,0.0,0.0,0.4,1.5,3.0,4.7,7.3,9.2,11.1,13.4,14.1,13.3,11.2,6.4,3.0,1.0,0.2,0.1,0.0
9,MANCHESTER UNITED,0.0,0.1,0.4,2.3,8.2,10.8,13.4,13.4,13.6,11.6,9.2,7.3,4.9,2.9,1.2,0.5,0.1,0.0,0.0,0.0
10,FULHAM,0.0,0.0,0.0,0.4,1.8,3.5,5.0,7.1,9.8,11.6,13.1,13.9,13.7,10.4,5.7,2.8,0.8,0.3,0.0,0.0
11,NEWCASTLE UNITED,0.0,0.2,0.9,4.3,13.0,15.6,15.4,14.1,11.4,8.9,6.6,4.4,2.9,1.6,0.5,0.1,0.0,0.0,0.0,0.0
